1.510501953125000000e+03,1.436093139648437500e+03
1.190153686523437500e+03,3.394444580078125000e+02
1.506115112304687500e+03,2.311251373291015625e+02
1.903343353271484375e+02,3.275245361328125000e+02
3.783262023925781250e+02,1.829417602539062500e+03
6.927925872802734375e+01,9.523230590820312500e+02
8.631494750976562500e+02,1.238336791992187500e+03
1.688105224609375000e+03,3.703242187500000000e+02
1.635105102539062500e+03,1.201563964843750000e+03
7.331375732421875000e+02,1.887185180664062500e+03
8.015000000000000000e+02,5.254393920898437500e+02
2.586101989746093750e+02,8.195427246093750000e+02
1.622484985351562500e+03,1.259334716796875000e+03
5.457509613037109375e+01,1.170213134765625000e+03
9.870000000000000000e+02,7.172933349609375000e+02
7.813429260253906250e+01,6.010983276367187500e+02
2.503874816894531250e+02,6.133925781250000000e+02
5.674049072265625000e+02,2.333891754150390625e+02
3.304488220214843750e+02,6.210175170898437500e+02
1.198231811523437500e+03,7.142930908203125000e+02
1.217320922851562500e+03,1.641389617919921875e+02
1.325756835937500000e+03,1.630418395996093750e+02
5.883772583007812500e+02,4.043204879760742188e+01
9.993807983398437500e+02,9.682631225585937500e+02
2.626846618652343750e+02,1.143195068359375000e+03
2.293053436279296875e+02,1.827772705078125000e+03
5.389305419921875000e+02,1.313171020507812500e+03
1.422032104492187500e+03,1.423190307617187500e+03
1.412089233398437500e+03,1.546654785156250000e+03
9.863866577148437500e+02,8.464799804687500000e+02
3.415964965820312500e+02,7.261696166992187500e+02
6.175714111328125000e+02,1.051028564453125000e+03
1.117559692382812500e+03,1.752960205078125000e+02
2.918705444335937500e+02,1.079008911132812500e+03
7.070758056640625000e+02,1.020191711425781250e+03
5.071596069335937500e+02,6.400423583984375000e+02
1.046610351562500000e+03,3.890577087402343750e+02
3.639367370605468750e+02,1.744045257568359375e+02
7.903127441406250000e+02,2.759892578125000000e+02
6.316561279296875000e+02,7.900634155273437500e+02
3.283874511718750000e+02,1.225154296875000000e+03
1.647481079101562500e+02,5.351877441406250000e+02
3.455286865234375000e+02,1.536973144531250000e+03
9.424193725585937500e+02,1.119457031250000000e+03
1.717629638671875000e+03,8.615820312500000000e+02
9.465220947265625000e+02,6.027429809570312500e+02
5.722600708007812500e+02,1.889271850585937500e+03
1.299929077148437500e+03,2.274425354003906250e+02
4.461769409179687500e+02,4.894526672363281250e+02
6.585710449218750000e+02,1.289652099609375000e+02
